time,x,y,vx,vy,omega,linear_velocity,distance_from_start,goal_status
44.414,-0.6614940333769445,2.0489123814364834,-0.25950148935802997,3.333277059057449e-06,-0.08393703611385654,0.25950148937943784,7.617369933649968,ACTIVE
44.447,-0.6700412419252951,2.0482725570047724,-0.2599431680799899,-6.598314951474643e-06,-0.08387282214787725,0.2599431681637347,7.625905988570437,ACTIVE
44.48,-0.6786043817597295,2.0476550187608287,-0.26036808580417026,-1.783248648522251e-05,-0.08371212983146588,0.26036808641483955,7.63445839952799,ACTIVE
44.514,-0.6874536945532831,2.047036552901713,-0.26110436175787605,-8.251322686233381e-05,-0.05423167356348558,0.26110437479563686,7.643297008486238,ACTIVE
44.547,-0.6960567828471869,2.046444136029577,-0.2598453510061857,-6.698497395633135e-05,0.04155805646738527,0.25984535964014177,7.6518898987977355,ACTIVE
44.58,-0.7046468998598884,2.0458438581790146,-0.2610041380110208,4.590190546342743e-05,0.03798948258321911,0.26100414204732636,7.660469767529238,ACTIVE
44.614,-0.71348135006071,2.0452170376945626,-0.25975922165332765,2.0745773922841576e-05,0.0328564620233651,0.2597592224817624,7.669293606651862,ACTIVE
44.647,-0.721988567241661,2.0446029710387226,-0.2580420999190391,1.39920971484013e-05,0.029781098834514345,0.2580421002983934,7.677790518837211,ACTIVE
44.68,-0.7305042377033686,2.0439758989813313,-0.258670434045433,-4.191012403592653e-06,0.03503084391204484,0.25867043407938467,7.686295759621926,ACTIVE
44.714,-0.7392757906824721,2.0433221616404964,-0.2587293395030331,1.9415950653564606e-06,0.02304447483487785,0.2587293395103183,7.695056530234049,ACTIVE
44.747,-0.7477959039679817,2.042680893108683,-0.2590978594666463,1.2147385419301188e-05,0.022964346032855083,0.25909785975140165,7.703566153806827,ACTIVE
44.78,-0.7563299008446225,2.042033702121369,-0.25955324200588237,1.5336288132210274e-05,0.013383098108432133,0.25955324245897193,7.712089648676207,ACTIVE
44.814,-0.7651373564495769,2.041361980671641,-0.26001843414470505,2.3268213762837192e-05,0.013492781752561222,0.26001843518580386,7.720886291479613,ACTIVE
44.847,-0.7737005421321289,2.040705147930421,-0.2604747710781922,2.7367126817192527e-05,0.01365247707610331,0.2604747725158739,7.7294389894673685,ACTIVE
44.88,-0.782278166217139,2.04004343045941,-0.26091792995730456,3.0039807200604035e-05,0.013895054008440516,0.2609179316865648,7.738006132824135,ACTIVE
44.914,-0.7911291168945728,2.0393560114438323,-0.2612481465533549,6.270598302987596e-05,0.021327419869358117,0.26124815407884416,7.746846286254675,ACTIVE
44.947,-0.7997222638818063,2.0386827739945717,-0.26109412304498647,5.352504478095543e-05,0.02163245615950572,0.2610941285313803,7.755428949279618,ACTIVE
44.98,-0.8083035181374608,2.038004195751823,-0.2606011801462933,4.7481574227386386e-05,0.021544812621166677,0.26060118447186825,7.7639997269265155,ACTIVE
45.014,-0.817114426130145,2.037304143843073,-0.25925267248505046,0.000276530309396162,0.007308164284052805,0.25925281996470717,7.7727999172003575,ACTIVE
45.047,-0.8256100744256002,2.0366265763337053,-0.2583993427444822,-4.2966495700832996e-05,0.008955999989511618,0.25839934631670436,7.781285278212218,ACTIVE
45.08,-0.8341250616683007,2.035940841874592,-0.25869067969570486,1.3637774399662822e-05,0.012401792416464425,0.2586906800551861,7.789789944929131,ACTIVE
45.114,-0.8428767205491783,2.035242233416059,-0.2584299290689635,5.626691820082019e-06,-0.07464461207880783,0.25842992913021734,7.798531167485206,ACTIVE
45.147,-0.8513752842505463,2.0345887778904963,-0.25846342215089213,1.9047234288176867e-05,-0.10083807560735969,0.2584634228527267,7.8070200182246925,ACTIVE
45.18,-0.8598892093028252,2.033962518106613,-0.2589019631212184,1.4253880512984235e-05,-0.10082723699041998,0.25890196351359296,7.815524671967614,ACTIVE
45.214,-0.8686741285345442,2.033347290791429,-0.25922223931244487,6.08886920862306e-06,-0.11622946454608339,0.25922223938395555,7.824300513788471,ACTIVE
45.247,-0.8772175546884585,2.0327827616119762,-0.259672707118739,-5.7242510929610135e-06,-0.11615867735485456,0.259672707181832,7.832835628133906,ACTIVE
45.28,-0.8857775027169124,2.0322497008322133,-0.26009981424475276,-1.7201203455836922e-05,-0.11588808214344085,0.2600998148135371,7.841387738379866,ACTIVE
45.314,-0.8946398163421517,2.0317202779306243,-0.26028402132227313,-4.6839556590162756e-05,0.04368429071281339,0.2602840255367924,7.850242289196214,ACTIVE
45.347,-0.9032354345618125,2.031201114119698,-0.2609407575301218,-1.000782833294675e-05,0.0019455618924669573,0.2609407577220363,7.858830354789624,ACTIVE
45.38,-0.911828839703087,2.030680369768887,-0.26039288670694594,0.00013378882727538982,0.02132116813408788,0.2603929210770267,7.8674162376974675,ACTIVE
45.414,-0.9206568037177462,2.03014103195563,-0.25954360287200845,4.1247620752180025e-05,0.020169325756908645,0.25954360614961997,7.876236470515403,ACTIVE
45.447,-0.9291732559094706,2.0296145910632295,-0.2579101339456001,8.910949584991362e-05,0.012411237116738668,0.2579101493395319,7.884745436924904,ACTIVE
45.48,-0.9376936903205558,2.029081261960044,-0.25868658534211036,1.015171274009255e-05,0.01814079497158743,0.2586865855413037,7.89325834861597,ACTIVE
45.513,-0.9464729963989877,2.0285298075182965,-0.25880208625054923,1.851806558616012e-05,-0.0018448862117273345,0.2588020869130608,7.902029933680687,ACTIVE
45.547,-0.9550028926695066,2.0279945170844296,-0.2591755099614316,1.2039675066646827e-05,-0.00199729252892483,0.25917551024107566,7.9105523877779,ACTIVE
45.58,-0.963546532273988,2.027458755068948,-0.2596147102085344,1.0466638353058555e-05,-0.0018930237467295753,0.2596147104195211,7.919088630442635,ACTIVE
45.614,-0.972364408290859,2.0269061930802876,-0.26008208233312324,3.603419227886373e-06,-0.0017919899101410638,0.2600820823580858,7.927898931704519,ACTIVE
45.646,-0.9809380062293858,2.026369312050642,-0.2605353234390583,-2.731157110330562e-07,-0.0016334452983892882,0.26053532343920144,7.936465222359404,ACTIVE
45.68,-0.9895261408188996,2.0258318677432334,-0.2609664736252436,-2.959449532265873e-06,-0.0013269886832941143,0.2609664736420242,7.945046093707324,ACTIVE
45.714,-0.9983862288337634,2.025277879404208,-0.2611916554966119,1.180771038788997e-05,0.00015227694806375707,0.2611916557635079,7.953898748753622,ACTIVE
45.747,-1.0069862168058594,2.0247406294934147,-0.26098836779339063,1.5871886950336728e-05,0.0014191992320647195,0.26098836827601135,7.962491580390664,ACTIVE
45.78,-1.0155742323197643,2.0242041946004106,-0.26053449129370027,8.220581696065377e-05,0.0015057482165738941,0.26053450426280106,7.971072501876898,ACTIVE
45.814,-1.0243928320911624,2.023654445590647,-0.25941088526040507,6.344035015261665e-05,-0.007810842269643252,0.25941089301774717,7.979883883557893,ACTIVE
45.847,-1.0329072284428282,2.0231286790075598,-0.2578603079989667,0.00010856357089376878,-0.015168229972457809,0.25786033085251964,7.988391421338676,ACTIVE
45.88,-1.0414074642625737,2.02261036192051,-0.2579098690630874,1.179313658948751e-05,-0.08379112644457326,0.2579098693327127,7.996884936501716,ACTIVE
45.914,-1.0501704310102993,2.02210035213294,-0.25826018908534815,2.4820408747835976e-05,-0.08388145792652818,0.2582601902780459,8.00564130965624,ACTIVE
45.947,-1.0586865291775434,2.021629073704309,-0.2586598061792506,3.4508787538361715e-05,-0.08461212659463108,0.25865980848122483,8.014151328299828,ACTIVE
45.98,-1.0672178724823966,2.021179232343249,-0.25908028808983863,1.7692760678068853e-05,-0.08306909445789218,0.25908028869396366,8.022676879552153,ACTIVE
46.014,-1.0760113608095156,2.020746649535414,-0.25914886090318817,2.1049306500493803e-06,-0.1264053212604752,0.2591488609117368,8.03146479443696,ACTIVE
46.047,-1.084562245727686,2.020362066242394,-0.25959328129188713,-6.9854101620633186e-06,-0.12626286909682127,0.2595932813858725,8.04001070615356,ACTIVE
46.08,-1.0931286136713032,2.0200121677449023,-0.25997654941350107,-1.8057450344015694e-05,-0.12552594424652122,0.25997655004061826,8.048572523588842,ACTIVE
46.114,-1.1019712648434952,2.0196843622723843,-0.2603151574262559,-2.62241977234956e-05,-0.10000380619652582,0.26031515874717115,8.057410881683197,ACTIVE
46.147,-1.110555794716969,2.019394738778858,-0.26024322322629934,-2.799551137600692e-05,-0.09720617989650329,0.26024322473209965,8.065991588312873,ACTIVE
46.18,-1.119126023560847,2.019132282120298,-0.25907823404022456,-6.895482972327487e-05,-0.08594747236382,0.25907824321654244,8.074558318580205,ACTIVE
46.214,-1.1279588315100297,2.01888406770506,-0.25917968336290187,1.051218366932092e-05,0.017351935816149064,0.259179683576086,8.0833877868688,ACTIVE
46.247,-1.1365158118889773,2.0186448375114203,-0.25868021194707386,4.301661064495029e-05,0.0048816793707275145,0.2586802155237463,8.091941559842136,ACTIVE
46.28,-1.1450393304641844,2.018403586630952,-0.25913866204029623,2.7573655675345102e-05,0.008477173987345467,0.259138663507284,8.100461864464013,ACTIVE
46.314,-1.153861847881081,2.0181603809504622,-0.25934501054125547,4.062730416251256e-05,-0.09186368219033672,0.2593450137234602,8.109281141899068,ACTIVE
46.347,-1.1623899159835338,2.0179512003528264,-0.2585591871233234,1.308880822110687e-05,-0.09234328203699811,0.25855918745461487,8.117806377559301,ACTIVE
46.38,-1.1709278095344233,2.0177678039741935,-0.2589859947987649,1.2031793070874618e-05,-0.09229213397909253,0.25898599507824727,8.126341732942784,ACTIVE
46.414,-1.1797813182206773,2.0175939065891124,-0.2615002163377144,3.452485146107371e-05,0.014514048089317553,0.261500218616805,8.135192798102906,ACTIVE
46.447,-1.188372177954236,2.01742104718751,-0.2605263163779707,2.2444032892134265e-05,0.011375450263064411,0.2605263173447341,8.143781250377184,ACTIVE
46.48,-1.1969739906372943,2.0172453594492348,-0.2608495957169431,4.707430484658659e-05,0.012518594250499315,0.26084959996458273,8.152380632862158,ACTIVE
46.514,-1.205844501133984,2.0170598165535942,-0.26101077480431595,5.288813847342897e-05,0.02239717340724893,0.2610107801626295,8.161248599125726,ACTIVE
46.547,-1.2144539963575576,2.0168734912673894,-0.26087220711470355,7.08369004120855e-05,0.02534836662541632,0.26087221673218336,8.169855566688144,ACTIVE
46.58,-1.2230558835506482,2.0166816241589993,-0.2605160321582346,6.0506392359938044e-05,0.02589587143019031,0.2605160391847186,8.178454876401576,ACTIVE
46.614,-1.2318936889924146,2.016473111342001,-0.2595802816311673,-7.463579680601351e-06,0.03348006343545767,0.25958028173846553,8.187289921521625,ACTIVE
46.648,-1.240437994538005,2.01626086605351,-0.25805348870861855,5.4195178052424305e-05,0.024744205371133376,0.2580534943995265,8.195831454854057,ACTIVE
46.679,-1.2489538406655096,2.0160430837238477,-0.2591224581247708,1.173362080302779e-05,0.03219881663552869,0.2591224583904326,8.204344482500105,ACTIVE
46.714,-1.2577543319373092,2.015809310243546,-0.2588898129925797,3.2681621078799183e-06,0.022616579954001237,0.2588898130132079,8.21314198056123,ACTIVE
46.747,-1.2662988056316014,2.015576070690904,-0.25917571721768634,1.4006430543565644e-05,0.021838248916816155,0.25917571759615565,8.221683494154142,ACTIVE
46.78,-1.274855693721577,2.0153365895670774,-0.2596057439821248,2.4763225087766697e-05,0.021892764561983143,0.2596057451631798,8.230237368266591,ACTIVE
46.814,-1.2837197222498633,2.015092425600659,-0.26151550067656426,-5.393602133635725e-06,-0.07368124042681161,0.26151550073218416,8.239098329750782,ACTIVE
46.846,-1.2922981964293727,2.014876882173682,-0.26014313058420085,-7.302979557227696e-06,-0.06957926627130409,0.26014313068670886,8.247674066457298,ACTIVE
46.88,-1.3008867986020654,2.0146805676557507,-0.26046331096497793,-1.8522031064508587e-05,-0.06837463489451312,0.26046331162354597,8.25626014286273,ACTIVE
46.914,-1.3097503163053839,2.014494286967625,-0.26083847970661034,-5.8296728143105055e-05,-0.048323503093873774,0.26083848622119454,8.265121234316952,ACTIVE
46.947,-1.3183546249860203,2.0143271387271557,-0.26062938445135564,-5.811706723770835e-05,-0.04355926456521928,0.26062939093104226,8.273723338811855,ACTIVE
46.98,-1.326928562555246,2.014174226828726,-0.25901672255350044,5.6953303056106463e-05,-0.03365691695948657,0.25901672881502413,8.2822952292136,ACTIVE
47.013,-1.3357465118847744,2.014027939214109,-0.2597717720739967,1.814614349646311e-05,-0.04802804001603419,0.2597717727077887,8.29111119383215,ACTIVE
47.047,-1.3443040972958507,2.013903628724887,-0.25923406170590413,9.550160089856312e-05,-0.05028914340214051,0.2592340792972565,8.299667041539944,ACTIVE
47.08,-1.3528528503647368,2.0137920342909,-0.25871829478339586,4.159273192351617e-05,-0.056034358694626,0.2587182981267144,8.308214193509334,ACTIVE
47.114,-1.3616479514758288,2.013690822173346,-0.2588003446302377,2.425114898593761e-05,-0.04244081050049882,0.258800345766477,8.317007791829703,ACTIVE
47.147,-1.3701917216475195,2.0136044267445206,-0.2590398442614544,1.104791729340587e-05,-0.04337714696828022,0.2590398444970484,8.32555022841112,ACTIVE
47.18,-1.3787472479624399,2.0135298678725655,-0.2594784458402125,5.145802929694323e-06,-0.04322681191278088,0.2594784458912366,8.33410454506086,ACTIVE
47.214,-1.3875705402310647,2.013469474355755,-0.25972945371753253,2.065973172239721e-06,-0.07014507241014428,0.25972945372574924,8.34292676133242,ACTIVE
47.247,-1.3961487590653499,2.0134307075455182,-0.26014649332572043,-8.508689559254268e-06,-0.06976209961675288,0.26014649346486857,8.351504139761879,ACTIVE
47.28,-1.4047380028074612,2.0134111803591495,-0.26037280512814603,-2.625845604277481e-05,-0.06802599960938475,0.26037280645222155,8.360092740070964,ACTIVE
47.314,-1.4135969622410023,2.013409458373667,-0.26060866845269326,-3.226157522247743e-05,-0.061237335285723726,0.2606086704495747,8.368951224383409,ACTIVE
47.346,-1.4221890337365133,2.013426917010907,-0.25991933696595776,2.7697144130691027e-05,-0.05217896589831363,0.25991933844166903,8.377543030172435,ACTIVE
47.38,-1.4307409133325335,2.013457745457282,-0.2592491543771055,-8.552458147383806e-05,-0.047829745756766295,0.259249168484102,8.386094782317633,ACTIVE
47.414,-1.439575011064488,2.0135013994011186,-0.2596046967110265,-2.1406480047943093e-05,-0.0276194922171507,0.2596046975935941,8.394928868488753,ACTIVE
47.447,-1.4481387318289416,2.013554841229942,-0.2594131364480759,0.0002166355361152021,-0.03071836606692798,0.259413226904072,8.40349269101076,ACTIVE
47.48,-1.4566978132971986,2.0136170823109016,-0.2591465596701842,3.40792691481788e-05,-0.0357660084816936,0.25914656191099456,8.412051963749958,ACTIVE
47.514,-1.4655018670128754,2.013689628982473,-0.2589613003459873,1.3249197563727864e-05,-0.0388250976321902,0.2589613006849206,8.420856300624793,ACTIVE
47.547,-1.4740495947704273,2.013770986750836,-0.25911737240479377,1.1781531015041605e-05,-0.04028096892037291,0.2591173726726347,8.429404413959945,ACTIVE
47.58,-1.4826072911113868,2.0138628555883185,-0.25954152340256703,4.159451935555492e-06,-0.03522263558194118,0.25954152343589704,8.437962601833545,ACTIVE
47.614,-1.4914396192153443,2.0139678248212833,-0.2600044011130056,-4.521471254482871e-06,-0.034989544278169325,0.26000440115231976,8.446795540094318,ACTIVE
47.646,-1.500026114665524,2.0140792750621896,-0.2604307314093536,-4.276631884394004e-05,-0.03465559811075564,0.26043073492076335,8.455382724027169,ACTIVE
47.68,-1.5086227903947091,2.014199603796281,-0.2605930189346045,-4.683057332636152e-05,-0.03230406659023105,0.2605930231425119,8.463980177791495,ACTIVE
47.714,-1.517519790259976,2.0143300758604794,-0.261780040142262,8.94499244184564e-05,0.01705970683813102,0.26178005542472726,8.472878043251376,ACTIVE
47.747,-1.5261966479192248,2.0144528145636165,-0.26296253611009496,-3.025503272845566e-05,0.04330658366030044,0.2629625378505843,8.481555699558596,ACTIVE
47.78,-1.534838247698666,2.0145572226668156,-0.26013918411308595,2.01608270717509e-05,0.06793641137034069,0.2601391848943196,8.490197913891935,ACTIVE
47.814,-1.543680258636934,2.0146448615619437,-0.25999114699974984,-3.0813197055171854e-05,0.06527989066394878,0.25999114882568336,8.49904035889311,ACTIVE
47.847,-1.552247385094084,2.014711954918558,-0.25903430271247196,-4.610494022581728e-05,0.056222854514433,0.2590343068155299,8.507607725085927,ACTIVE
47.88,-1.5607691826698644,2.0147654863566427,-0.2582581731393726,-2.7951902264171814e-06,0.05036955683267271,0.2582581731544991,8.516129627215896,ACTIVE
47.914,-1.5695795095875458,2.0148029561056724,-0.25916007786669426,1.23713088071584e-06,0.05264565918615915,0.25916007786964707,8.524939881166409,ACTIVE
47.947,-1.5781348770918846,2.0148242252728403,-0.25936506579393614,-3.565195702558133e-06,0.05128379725666433,0.2593650658184395,8.533495024997679,ACTIVE
47.98,-1.586701584863921,2.0148314327560164,-0.2598515490862459,2.165077764779079e-05,0.051732036303691414,0.2598515499882151,8.542061366711769,ACTIVE
48.014,-1.5955419802948205,2.0148256661815545,-0.26021178847849197,1.7646322466622916e-05,0.03884827834011118,0.2602117890768367,8.550901251684532,ACTIVE
48.047,-1.6041372456986498,2.0148090421077325,-0.26070967568552456,2.4500615161978322e-05,0.03956919619655199,0.2607096768367671,8.559495910560262,ACTIVE
48.08,-1.612746133424108,2.0147812581465625,-0.2610009793033954,3.593796781276308e-05,0.0413991737984894,0.2610009817775959,8.568104079785934,ACTIVE
48.114,-1.6216220113020277,2.014740009454186,-0.2610967908882625,2.7369885162077928e-05,0.04680622841497226,0.2610967923228083,8.576979091596284,ACTIVE
48.147,-1.6302374169880174,2.014687336989344,-0.26106376217668315,0.00012377511390695094,0.04961100571729402,0.2610637915187064,8.585593531534442,ACTIVE
48.18,-1.6388314410892637,2.0146216866477356,-0.26022823040914644,2.168390448894532e-05,0.044670336574783906,0.2602282313125683,8.594186463000687,ACTIVE
48.214,-1.6476680596474973,2.0145392234264934,-0.25960389190794597,-8.623032358977614e-06,0.04304428557808073,0.2596038920511578,8.603021811066489,ACTIVE
48.247,-1.6562163616650676,2.0144459199658975,-0.25818102387539965,3.962022688203375e-05,0.03347048728281136,0.25818102691544176,8.611568752055856,ACTIVE
48.28,-1.6648345824034356,2.0143506357448437,-0.26158394314429995,1.5516738390762303e-05,-0.09781833450863109,0.2615839436045139,8.620185592246731,ACTIVE
48.314,-1.673624220426866,2.0142777386356223,-0.25850859248252883,6.661054709791638e-06,-0.0827544720745993,0.25850859256834735,8.628974067838787,ACTIVE
48.347,-1.6821580130515466,2.0142298542894017,-0.2587249984865962,1.563178190192049e-05,-0.08391349794924227,0.2587249989588208,8.63750696217385,ACTIVE
48.38,-1.690702970086517,2.014205381430905,-0.2591397857336893,9.866511092281158e-06,-0.083900199411848,0.2591397859215185,8.646051254738026,ACTIVE
48.414,-1.699577326105612,2.014194611630459,-0.26211101771110684,3.1065148856433624e-05,0.013602114106778942,0.2621110195520128,8.654925067321964,ACTIVE
48.447,-1.708176103696496,2.0141778877207424,-0.26064994314677503,6.793061566966717e-05,0.035745981816469874,0.26064995199881696,8.663523257156882,ACTIVE
48.48,-1.7167834983723327,2.014151148111651,-0.2609681925351901,3.77175662632424e-05,0.03745578225711757,0.260968195260838,8.672129965801878,ACTIVE
48.514,-1.7256568452540137,2.0141122422636935,-0.2610030775961832,3.591465752185983e-05,0.038434005724136806,0.2610030800671552,8.681002494982183,ACTIVE
48.547,-1.7342689034252243,2.0140646406555507,-0.2609494839261878,0.00014179878652055946,0.040932642430784975,0.2609495224525992,8.689613664260325,ACTIVE
48.58,-1.7428680307109343,2.0140046728120216,-0.26003687880388365,2.0444541494278774e-05,0.04567090660152158,0.26003687960757593,8.698211783576317,ACTIVE
48.614,-1.7517367309457845,2.0139222619015724,-0.2619513666535234,8.198924867234506e-06,0.10895727134453138,0.26195136678183417,8.707079244744028,ACTIVE
48.647,-1.760307834980387,2.0138103146542967,-0.25865054522525205,9.740526259292533e-05,0.1202222254520739,0.25865056356618543,8.715648837792056,ACTIVE
48.68,-1.768849771304732,2.0136642162830816,-0.25955586210126225,-7.508867701192662e-05,0.12481774005880335,0.25955587296271854,8.724188935062873,ACTIVE
48.714,-1.7777237253647855,2.013485912122367,-0.2618225848108308,-2.0678551445515655e-05,0.0062299432094252505,0.26182258562741906,8.73306072646912,ACTIVE
48.747,-1.7862816278439555,2.013308452118535,-0.259318719079286,1.3732479615369796e-05,0.030841838288671652,0.25931871944289453,8.741616497432593,ACTIVE
48.78,-1.7948447609256086,2.0131223180530804,-0.25975954917659555,1.7754478210605697e-05,0.030855471943219952,0.25975954978335186,8.750177422523867,ACTIVE
48.814,-1.8037165727634927,2.012934846489952,-0.26256642130175695,-1.4556266062581459e-05,-0.12589123397884067,0.2625664217052451,8.7590470073543,ACTIVE
48.847,-1.8122955595035886,2.0127859908550105,-0.25992282505429615,-9.399555406979301e-06,-0.1025932699156884,0.2599228252242536,8.767624160771126,ACTIVE
48.88,-1.8208765829673415,2.0126658786415925,-0.2601402631659292,-2.024138986869142e-05,-0.10067371312847068,0.2601402639534156,8.77620363288831,ACTIVE
48.914,-1.8294414067812936,2.0125757712360928,-0.2489561398402977,-6.129502773156688e-05,-0.1197473261884809,0.24895614738596494,8.784767198253274,ACTIVE
48.947,-1.8376027971139117,2.0125240210918243,-0.2460133258732988,6.74967209526871e-05,-0.08759778851013375,0.24601333513256807,8.792927718884128,ACTIVE
48.98,-1.845705765729666,2.0124933519949897,-0.2457507440244669,-0.00013127728786647616,-0.0836270433293635,0.24575077908789092,8.80103002380277,ACTIVE
49.014,-1.8541748342265927,2.0124799020249187,-0.2528247160665833,4.227402642338347e-06,-0.004633401783415952,0.2528247161019258,8.809498577600108,ACTIVE
49.047,-1.8625580182846222,2.012474508134787,-0.2540465327573636,9.244732893406846e-05,0.0024661715407902256,0.25404654957811734,8.817881328685917,ACTIVE
49.08,-1.8709346934486313,2.0124659034795065,-0.25440974332772986,2.393230883286331e-05,0.003508750100179428,0.25440974445338527,8.826257541414378,ACTIVE
49.114,-1.879659621853075,2.012452990394941,-0.2590919899797603,-2.681430640611316e-06,0.034263092357993685,0.2590919899936358,8.834981951509214,ACTIVE
49.147,-1.8882126077484966,2.0124319481917925,-0.2592772621402424,1.1237147372184539e-05,0.03148622365712886,0.25927726238375287,8.843534350647474,ACTIVE
49.18,-1.8967762108818995,2.012402285701258,-0.2597119474926592,1.5785578470835617e-05,0.031459734459852555,0.2597119479723916,8.852097285915109,ACTIVE
49.214,-1.9056141844448042,2.0123641790008944,-0.26016752823882994,2.556293358890109e-05,0.021506229129688845,0.26016752949468147,8.860934500652418,ACTIVE
49.247,-1.9142071832677983,2.0123209878581556,-0.2606026253842492,3.087099246251376e-05,0.021843616431573697,0.2606026272127384,8.869526705181096,ACTIVE
49.28,-1.9228125700131204,2.0122714053457895,-0.2608952371138362,2.3080409175190884e-05,0.023176331477383134,0.2608952381347542,8.878131238439849,ACTIVE
49.314,-1.931684488404957,2.0122136810644946,-0.26095765973638235,5.7068087099492295e-05,0.02959167093081554,0.26095766597641096,8.887002216620115,ACTIVE
49.347,-1.9402942464336579,2.012150094076908,-0.26087582707391604,0.0001545407719411914,0.03258150706006307,0.2608758728482761,8.895610993106395,ACTIVE
49.38,-1.9488939150333333,2.0120776824750464,-0.2600926241592795,3.822216218048787e-05,0.035533089075394785,0.2600926269677668,8.904209600019824,ACTIVE
49.414,-1.9577286035073214,2.0119912994705484,-0.25964179087597616,7.003564329901169e-06,0.02593787095719953,0.25964179097043305,8.913043088048523,ACTIVE
49.447,-1.9662750326508553,2.0119005890641386,-0.2580899454763098,5.8526079486601046e-05,0.015870970514454054,0.25808995211217844,8.921588292082795,ACTIVE
49.48,-1.9747989102196473,2.011806531955984,-0.25922717442343857,2.542941108521317e-05,0.019219376510995645,0.2592271756707132,8.930110917530982,ACTIVE
49.514,-1.9836040487060433,2.011703767195653,-0.25897487834641064,8.745544059267363e-06,0.01463786531138289,0.2589748784940785,8.93891471389512,ACTIVE
49.547,-1.9921538448735716,2.0115998701595466,-0.2592619382107512,1.3683829024946793e-05,0.013820653769695143,0.259261938571867,8.947463172273647,ACTIVE
49.58,-2.0007162424601526,2.011492020466204,-0.259692955835108,1.945012211289083e-05,0.013861050476787283,0.25969295656348207,8.956024198611876,ACTIVE
49.614,-2.0095534621132733,2.01137613260934,-0.26015966386437117,3.0728752674558796e-05,0.018967016988179118,0.2601596656791341,8.964859964747172,ACTIVE
49.646,-2.0181456793709236,2.0112581779507295,-0.2606191920176926,3.01753538716437e-05,0.01911831999757038,0.26061919376459386,8.973450724206941,ACTIVE
49.68,-2.026751222696299,2.011134366415376,-0.2609445556742868,1.626583669231711e-05,0.020230991948799775,0.26094455618124784,8.982054759551708,ACTIVE
49.714,-2.035475570730589,2.011013661525248,-0.25132961208054194,5.5571244811414115e-05,-0.18820175324422742,0.2513296182241937,8.990777627728907,ACTIVE
49.747,-2.043936680618222,2.0109355327374367,-0.2592128613359313,6.572628024835306e-05,-0.03707736047865231,0.25921286966874285,8.999237663726781,ACTIVE
49.78,-2.0524638434411524,2.0108699818673643,-0.2584036107230103,-2.6387753717590405e-05,-0.03534796708912704,0.2584036120703474,9.007763867745085,ACTIVE
49.814,-2.0612551018856022,2.0108133332522637,-0.2598058632204564,-2.686149094045494e-06,-0.07153593957712097,0.2598058632343425,9.016554240014779,ACTIVE
49.847,-2.0698134413494493,2.0107843003752954,-0.2591809693456368,0.00015299683077406073,-0.07429511559917898,0.25918101450332764,9.025111957152328,ACTIVE
49.88,-2.0783630452762445,2.010773650743425,-0.25867373138195754,4.5170367487990074e-05,-0.08046839582124186,0.2586737353258487,9.033661108013334,ACTIVE
49.913,-2.0871508191868235,2.01078554046613,-0.2585539960652856,1.6737660402089093e-05,-0.08199833939401373,0.25855399660704725,9.042448625191899,ACTIVE
49.947,-2.0956864249951304,2.010820622139366,-0.2587637116492801,1.5975162469102945e-05,-0.08334806308490986,0.2587637121424053,9.050984196415655,ACTIVE
49.98,-2.1042320106125483,2.01087900150587,-0.25916493778363786,9.277447721369337e-06,-0.08360959101801384,0.2591649379496924,9.059529959330805,ACTIVE
50.014,-2.11272981367241,2.010959843723548,-0.24817070884307688,-6.321842452522777e-08,-0.0785503704249358,0.24817070884308493,9.068028146214003,ACTIVE
50.049,-2.1211619205659793,2.011054414351861,-0.2606925520934801,1.543915019089001e-05,0.035476221151482884,0.26069255255066104,9.07646076467434,ACTIVE
50.08,-2.129767183151571,2.011142266141646,-0.26089801352475894,4.246306098664408e-05,0.03781230672602836,0.26089801698034587,9.085066470477365,ACTIVE
50.114,-2.1386388914084353,2.011221438264948,-0.26097454181641183,3.888401646293723e-05,0.04436283565777867,0.2609745447131824,9.093938531846646,ACTIVE
50.147,-2.147251032188957,2.0112869506798767,-0.2610002011502016,7.46034243494743e-05,0.046912866870756145,0.261000211812398,9.102550912100906,ACTIVE
50.179,-2.155849217628711,2.011337476276879,-0.26006056577350894,1.4685298347001576e-05,0.05257972273426223,0.2600605661881393,9.111149201163423,ACTIVE
50.214,-2.1646878180463314,2.0113741692523854,-0.25966710134004806,1.0904428844286094e-05,0.041335210597293615,0.2596671015690077,9.119987769460435,ACTIVE
50.247,-2.1732445786775365,2.0113968324962492,-0.2586850639318041,-4.3319388133237244e-05,0.03438033596922904,0.2586850675589354,9.128544382254708,ACTIVE
50.28,-2.1817593085645286,2.0114127715495576,-0.2584241047882791,-2.0072867047218196e-05,0.031772574633001226,0.25842410556785034,9.137058905273848,ACTIVE
50.314,-2.190567969826718,2.011418731985686,-0.2590603519404906,8.605086070880352e-06,0.02954059651665161,0.25906035208340616,9.145867257374489,ACTIVE
50.347,-2.1991202944703274,2.0114161651278364,-0.25927842952212826,1.361912607035162e-05,0.028173995279842757,0.25927842987981436,9.154419206659242,ACTIVE
50.38,-2.207684375531381,2.0114049778029037,-0.25972148383926325,1.3035181333129393e-05,0.03259678389935636,0.2597214841663751,9.162982834478493,ACTIVE
